爱 ai4
思前想后 si1qian2xiang3hou4
思路 si1lu4
思索 si1suo3
撕 si1
死心 si3xin1
死心塌地 si3xin1ta1di4
四合院 si4he2yuan4
四面八方 si4mian4ba1fang1
寺庙 si4miao4
似曾相识 si4ceng2xiang1shi2
四季 si4ji4
似是而非 si4shi4er2fei1
伺机 si4ji1
饲料 si4liao4
饲养 si4yang3
松绑 song1bang3
耸立 song3li4
松弛 song1chi2
送别 song4bie2
搜集 sou1ji2
搜查 sou1cha2
搜救 sou1jiu4
艘 sou1
搜寻 sou1xun2
酥 su1
苏醒 su1xing3
俗话 su2hua4
俗话说 su2hua4shuo1
俗 su2
诉苦 su4ku3
诉说 su4shuo1
俗语 su2yu3
诉讼 su4song4
素 su4
素不相识 su4bu4xiang1shi2
素材 su4cai2
素描 su4miao2
素养 su4yang3
塑造 su4zao4
蒜 suan4
素食 su4shi2
算计 suan4ji5
算盘 suan4pan5
算账 suan4zhang4
随处可见 sui2chu4ke3jian4
随大溜 sui2da4liu4
随机 sui2ji1
虽说 sui1shuo1
随即 sui2ji2
随身 sui2shen1
随时随地 sui2shi2sui2di4
随心所欲 sui2xin1suo3yu4
遂心 sui4xin1
隧道 sui4dao4
损坏 sun3huai4
损人利己 sun3ren2li4ji3
损伤 sun3shang1
损 sun3
缩 suo1
缩水 suo1shui3
缩影 suo1ying3
所属 suo3shu3
所谓 suo3wei4
所作所为 suo3zuo4suo3wei2
索赔 suo3pei2
索性 suo3xing4
锁定 suo3ding4
他人 ta1ren2
索取 suo3qu3
胎 tai1
踏上 ta4shang4
塌 ta1
台球 tai2qiu2
太极 tai4ji2
太极拳 tai4ji2quan2
胎儿 tai1er2
太平 tai4ping2
泰斗 tai4dou3
贪 tan1
贪婪 tan1lan2
贪玩儿 tan1wan2
摊 tan1
贪污 tan1wu1
瘫 tan1
瘫痪 tan1huan4
谈不上 tan2bu5shang4
坛 tan2
谈到 tan2dao4
谈论 tan2lun4
弹性 tan2xing4
谈起 tan2qi3
痰 tan2
坦诚 tan3cheng2
坦白 tan3bai2
坦克 tan3ke4
坦然 tan3ran2
坦率 tan3shuai4
探 tan4
毯子 tan3zi5
炭 tan4
探测 tan4ce4
探亲 tan4qin1
探求 tan4qiu2
探望 tan4wang4
探险 tan4xian3
汤圆 tang1yuan2
堂 tang2
碳 tan4
糖尿病 tang2niao4bing4
糖果 tang2guo3
倘若 tang3ruo4
淌 tang3
掏钱 tao1qian2
烫 tang4
滔滔不绝 tao1tao1bu4jue2
逃生 tao2sheng1
逃避 tao2bi4
逃亡 tao2wang2
陶冶 tao2ye3
陶瓷 tao2ci2
陶醉 tao2zui4
淘 tao2
淘气 tao2qi4
淘汰 tao2tai4
讨好 tao3hao3
讨价还价 tao3jia4huan2jia4
特产 te4chan3
讨人喜欢 tao3ren2xi3huan5
讨 tao3
特长 te4chang2
特例 te4li4
特权 te4quan2
特质 te4zhi4
特制 te4zhi4
藤椅 teng2yi3
腾 teng2
特邀 te4yao1
梯子 ti1zi5
剔除 ti1chu2
提拔 ti2ba5
提名 ti2ming2
提炼 ti2lian4
提速 ti2su4
提心吊胆 ti2xin1diao4dan3
提议 ti2yi4
提早 ti2zao3
体面 ti3mian5
体谅 ti3liang4
体贴 ti3tie1
体能 ti3neng2
体系 ti3xi4
体温 ti3wen1
体制 ti3zhi4
剃 ti4
替换 ti4huan4
体质 ti3zhi4
替身 ti4shen1
天长地久 tian1chang2di4jiu3
天地 tian1di4
天鹅 tia1ne2
天分 tian1fen4
天经地义 tian1jing1di4yi4
天平 tian1ping2
天赋 tian1fu4
天桥 tian1qiao2
天生 tian1sheng1
天线 tian1xian4
天使 tian1shi3
天性 tian1xing4
天主教 tian1zhu3jiao4
甜美 tian2mei3
甜蜜 tian2mi4
添加 tian1jia1
填补 tian2bu3
填充 tian2chong1
填写 tian2xie3
舔 tian3
甜头 tian2tou5
挑剔 tiao1ti5
条款 tiao2kuan3
条例 tiao2li4
条约 tiao2yue1
调侃 tiao2kan3
调控 tiao2kong4
调料 tiao2liao4
调试 tiao2shi4
挑起 tiao3qi3
挑衅 tiao3xin4
跳槽 tiao4cao2
跳伞 tiao4san3
跳动 tiao4dong4
跳跃 tiao4yue4
贴切 tie1qie4
帖子 tie3zi5
贴近 tie1jin4
听从 ting1cong2
停泊 ting2bo2
听话 ting1hua4
停电 ting2dian4
停车位 ting2che1wei4
停顿 ting2dun4
停放 ting2fang4
通畅 tong1chang4
停业 ting2ye4
通车 tong1che1
通告 tong1gao4
通风 tong1feng1
通顺 tong1shun4
通俗 tong1su2
通缉 tong1ji1
通往 tong1wang3
通通 tong1tong1
通宵 tong1xiao1
通行证 tong1xing2zheng4
同伴 tong2ban4
同等 tong2deng3
同感 tong2gan3
同伙 tong2huo3
同步 tong2bu4
同类 tong2lei4
同盟 tong2meng2
同年 tong2nian2
同人 tong2ren2
同志 tong2zhi4
同舟共济 tong2zhou1gong4ji4
统筹 tong3chou2
铜 tong2
统统 tong3tong3
统治 tong3zhi4
捅 tong3
桶 tong3
筒 tong3
痛心 tong4xin1
偷看 tou1kan4
痛 tong4
偷窥 tou1kui1
偷懒 tou1lan3
头顶 tou2ding3
头部 tou2bu4
头号 tou2hao4
头条 tou2tiao2
头头是道 tou2tou2shi4dao4
头晕 tou2yun1
投奔 tou2ben4
头衔 tou2xian2
投稿 tou2gao3
投机 tou2ji1
投射 tou2she4
投身 tou2shen1
投降 tou2xiang2
透彻 tou4che4
透过 tou4guo4
透支 tou4zhi1
透气 tou4qi4
凸 tu1
凸显 tu1xian3
突发 tu1fa1
突破口 tu1po4kou3
秃 tu1
突击 tu1ji1
图表 tu2biao3
图像 tu2xiang4
突如其来 tu1ru2qi2lai2
图形 tu2xing2
图纸 tu2zhi3
涂 tu2
徒步 tu2bu4
屠杀 tu2sha1
土匪 tu3fei3
土壤 tu3rang3
土生土长 tu3sheng1tu3zhang3
团聚 tuan2ju4
团伙 tuan2huo3
团员 tuan2yuan2
推测 tui1ce4
团圆 tuan2yuan2
推断 tui1duan4
推翻 tui1fan1
推辞 tui1ci2
推荐 tui1jian4
推理 tui1li3
推敲 tui1qiao1
推卸 tui1xie4
推算 tui1suan4
推选 tui1xuan3
推移 tui1yi2
颓废 tui2fei4
退回 tui4hui2
退却 tui4que4
退让 tui4rang4
退学 tui4xue2
退休金 tui4xiu1jin1
退缩 tui4suo1
退役 tui4yi4
屯 tun2
拖累 tuo1lei3
拖欠 tuo1qian4
托付 tuo1fu4
拖延 tuo1yan2
脱节 tuo1jie2
脱口而出 tuo1kou3er2chu1
脱身 tuo1shen1
脱落 tuo1luo4
脱颖而出 tuo1ying3er2chu1
驮 tuo2
妥当 tuo3dang5
妥善 tuo3shan4
妥 tuo3
妥协 tuo3xie2
拓宽 tuo4kuan1
唾液 tuo4ye4
拓展 tuo4zhan3
挖掘 wa1jue2
瓦 wa3
挖苦 wa1ku5
歪 wai1
歪曲 wai1qu1
外表 wai4biao3
外公 wai4gong1
外行 wai4hang2
外号 wai4hao4
外籍 wai4ji2
外贸 wai4mao4
外貌 wai4mao4
外企 wai4qi3
外星人 wai4xing1ren2
外形 wai4xing2
外婆 wai4po2
丸 wan2
完备 wan2bei4
外援 wai4yuan2
完蛋 wan2dan4
完毕 wan2bi4
完好 wan2hao3
玩耍 wan2shua3
玩意儿 wan2yi4
顽固 wan2gu4
挽回 wan3hui2
挽 wan3
挽救 wan3jiu4
晚间 wan3jian1
晚期 wan3qi1
万分 wan4fen1
惋惜 wan3xi1
万古长青 wan4gu3chang2qing1
万能 wan4neng2
晚年 wan3nian2
万无一失 wan4wu2yi1shi1
万万 wan4wan4
汪洋 wang1yang2
亡羊补牢 wang2yang2bu3lao2
王国 wang2guo2
网点 wang3dian3
网民 wang3min2
往常 wang3chang2
往返 wang3fan3
王牌 wang2pai2
往事 wang3shi4
妄想 wang4xiang3
往日 wang3ri4
忘掉 wang4diao4
忘不了 wang4bu4liao3
旺季 wang4ji4
旺盛 wang4sheng4
望 wang4
旺 wang4
危及 wei1ji2
望远镜 wang4yuan3jing4
危急 wei1ji2
威风 wei1feng1
威慑 wei1she4
威力 wei1li4
威信 wei1xin4
微不足道 wei1bu4zu2dao4
微观 wei1guan1
微妙 wei1miao4
微型 wei1xing2
微弱 wei1ruo4
为人 wei2ren2
违约 wei2yue1
违章 wei2zhang1
违背 wei2bei4
围墙 wei2qiang2
唯 wei2
唯独 wei2du2
伪造 wei3zao4
伪装 wei3zhuang1
尾声 wei3sheng1
尾气 wei3qi4
纬度 wei3du4
委婉 wei3wan3
委屈 wei3qu5
委员 wei3yuan2
委员会 wei3yuan2hui4
萎缩 wei3suo1
未 wei4
卫视 wei4shi4
未成年人 wei4cheng2nian2ren2
未经 wei4jing1
未免 wei4mian3
未知数 wei4zhi1shu4
味精 wei4jing1
位子 wei4zi5
畏惧 wei4ju4
畏缩 wei4suo1
喂养 wei4yang3
慰劳 wei4lao2
胃口 wei4kou5
温度计 wen1du4ji4
温柔 wen1rou2
温泉 wen1quan2
温习 wen1xi2
温室 wen1shi4
温馨 wen1xin1
文 wen2
瘟疫 wen1yi4
文具 wen2ju4
文科 wen2ke1
文凭 wen2ping2
文盲 wen2mang2
文人 wen2ren2
文献 wen2xian4
文雅 wen2ya3
闻名 wen2ming2
蚊帐 wen2zhang4
文物 wen2wu4
蚊子 wen2zi5
吻 wen3
吻合 wen3he2
紊乱 wen3luan4
稳固 wen3gu4
稳健 wen3jian4
稳重 wen3zhong4
稳妥 wen3tuo3
问卷 wen4juan4
窝 wo1
问世 wen4shi4
卧 wo4
污秽 wu1hui4
巫婆 wu1po2
呜咽 wu1ye4
无比 wu2bi3
屋顶 wu1ding3
无不 wu2bu4
无偿 wu2chang2
无敌 wu2di2
无恶不作 wu2e4bu4zuo4
无非 wu2fei1
无辜 wu2gu1
无关紧要 wu2guan1jin3yao4
无故 wu2gu4
无话可说 wu2hua4ke3shuo1
无家可归 wu2jia1ke3gui1
无济于事 wu2ji4yu2shi4
无精打采 wu2jing1da3cai3
无可奉告 wu2ke3feng4gao4
无可厚非 wu2ke3hou4fei1
无理 wu2li3
无可奈何 wu2ke3nai4he2
无力 wu2li4
无论如何 wu2lun4ru2he2
无能为力 wu2neng2wei2li4
无情 wu2qing2
无情无义 wu2qing2wu2yi4
无穷 wu2qiong2
无私 wu2si1
无所事事 wu2suo3shi4shi4
无所作为 wu2suo3zuo4wei2
无条件 wu2tiao2jian4
无微不至 wu2wei1bu4zhi4
无能 wu2neng2
无线 wu2xian4
无线电 wu2xian4dian4
无形 wu2xing2
无形中 wu2xing2zhong1
无须 wu2xu1
无意 wu2yi4
无忧无虑 wu2you1wu2lü4
无缘 wu2yuan2
无足轻重 wu2zu2qing1zhong4
五花八门 wu3hua1ba1men2
无知 wu2zhi1
五星级 wu3xing1ji2
武力 wu3li4
武装 wu3zhuang1
捂 wu3
侮辱 wu3ru3
舞厅 wu3ting1
务必 wu4bi4
务实 wu4shi2
勿 wu4
物证 wu4zheng4
物流 wu4liu2
物体 wu4ti3
误差 wu4cha1
误导 wu4dao3
物资 wu4zi1
误区 wu4qu1
雾 wu4
吸纳 xi1na4
吸取 xi1qu3
息息相关 xi1xi1xiang1guan1
昔日 xi1ri4
稀 xi1
稀罕 xi1han5
稀少 xi1shao3
稀奇 xi1qi2
熙熙攘攘 xi1xi1rang3rang3
熄火 xi1huo3
锡 xi1
膝盖 xi1gai4
嬉笑 xi1xiao4
习俗 xi2su2
席 xi2
席位 xi2wei4
袭击 xi2ji1
洗涤剂 xi3di2ji4
媳妇 xi2fu4
喜出望外 xi3chu1wang4wai4
洗礼 xi3li3
喜好 xi3hao4
喜怒哀乐 xi3nu4ai1le4
喜酒 xi3jiu3
喜事 xi3shi4
喜庆 xi3qing4
喜洋洋 xi3yang2yang2
喜糖 xi3tang2
喜悦 xi3yue4
细微 xi4wei1
细心 xi4xin1
虾 xia1
细腻 xi4ni4
侠义 xia2yi4
瞎 xia1
峡谷 xia2gu3
狭隘 xia2ai4
狭小 xia2xiao3
狭窄 xia2zhai3
下跌 xia4die1
下场 xia4chang5
下岗 xia4gang3
下功夫 xia4gong1fu5
下海 xia4hai3
下决心 xia4jue2xin1
下令 xia4ling4
下级 xia4ji2
下落 xia4luo4
下棋 xia4qi2
下山 xia4shan1
下手 xia4shou3
下期 xia4qi1
下属 xia4shu3
下台 xia4tai2
下调 xia4diao4
下旬 xia4xun2
下乡 xia4xiang1
下一代 xia4yi1dai4
下游 xia4you2
下意识 xia4yi4shi5
下坠 xia4zhui4
吓唬 xia4hu5
吓人 xia4ren2
夏令营 xia4ling4ying2
仙鹤 xian1he4
仙女 xian1nü3
先天 xian1tian1
先例 xian1li4
纤维 xian1wei2
掀 xian1
掀起 xian1qi3
鲜活 xian1huo2
鲜美 xian1mei3
鲜血 xian1xue4
弦 xian2
衔接 xian2jie1
嫌弃 xian2qi4
显而易见 xian3er2yi4jian4
嫌疑 xian2yi2
显赫 xian3he4
显示器 xian3shi4qi4
显现 xian3xian4
现成 xian4cheng2
显眼 xian3yan3
现任 xian4ren4
现行 xian4xing2
限定 xian4ding4
限 xian4
限度 xian4du4
线条 xian4tiao2
宪法 xian4fa3
陷 xian4
限于 xian4yu2
陷阱 xian4jing3
馅儿 xian4
羡慕 xian4mu4
献血 xian4xie3
腺 xian4
乡亲 xiang1qin1
乡下 xiang1xia5
相伴 xiang1ban4
相比之下 xiang1bi3zhi1xia4
相传 xiang1chuan2
相差 xiang1cha4
相当于 xiang1dang1yu2
相对而言 xiang1dui4er2yan2
相对 xiang1dui4
相辅相成 xiang1fu3xiang1cheng2
相连 xiang1lian2
相继 xiang1ji4
相识 xiang1shi2
相提并论 xiang1ti2bing4lun4
相依为命 xiang1yi1wei2ming4
相通 xiang1tong1
相约 xiang1yue1
香料 xiang1liao4
香水 xiang1shui3
相遇 xiang1yu4
香味 xiang1wei4
香烟 xiang1yan1
香油 xiang1you2
镶 xiang1
镶嵌 xiang1qian4
享 xiang3
详尽 xiang2jin4
享有 xiang3you3
响亮 xiang3liang4
祥和 xiang2he2
响应 xiang3ying4
响起 xiang3qi3
想方设法 xiang3fang1she4fa3
向来 xiang4lai2
向往 xiang4wang3
项链 xiang4lian4
像 xiang4
向着 xiang4zhe5
像样 xiang4yang4
橡皮 xiang4pi2
橡胶 xiang4jiao1
消 xiao1
消沉 xiao1chen2
削 xue1
消遣 xiao1qian3
萧条 xiao1tiao2
销 xiao1
销毁 xiao1hui3
销量 xiao1liang4
潇洒 xiao1sa3
小丑 xiao3chou3
小贩 xiao3fan4
小看 xiao3kan4
小康 xiao3kang1
小路 xiao3lu4
小品 xiao3pin3
小气 xiao3qi5
小区 xiao3qu1
小曲 xiao3qu3
小人 xiao3ren2
小溪 xiao3xi1
小提琴 xiao3ti2qin2
小心翼翼 xiao3xin1yi4yi4
孝敬 xiao4jing4
小卒 xiao3zu2
孝顺 xiao4shun5
效仿 xiao4fang3
肖像 xiao4xiang4
效益 xiao4yi4
效应 xiao4ying4
协定 xie2ding4
效力 xiao4li4
协同 xie2tong2
邪 xie2
协作 xie2zuo4
邪恶 xie2e4
挟持 xie2chi2
携带 xie2dai4
携手 xie2shou3
写照 xie3zhao4
泄 xie4
泄露 xie4lu4
泄密 xie4mi4
泄气 xie4qi4
泄漏 xie4lou4
泻 xie4
心爱 xi1nai4
心安理得 xi1nan1li3de2
心病 xin1bing4
心肠 xin1chang2
卸 xie4
心得 xin1de2
心急如焚 xin1ji2ru2fen2
心慌 xin1huang1
心里话 xin1li5hua4
心灵手巧 xin1ling2shou3qiao3
心目 xin1mu4
心声 xin1sheng1
心思 xin1si5
心事 xin1shi5
心酸 xin1suan1
心胸 xin1xiong1
心想事成 xin1xiang3shi4cheng2
心眼儿 xin1yan3
心血 xin1xue4
心意 xin1yi4
芯片 xin1pian4
辛酸 xin1suan1
欣慰 xin1wei4
辛勤 xin1qin2
欣欣向荣 xin1xin1xiang4rong2
新潮 xin1chao2
欣喜 xin1xi3
新陈代谢 xin1chen2dai4xie4
新款 xin1kuan3
新房 xin1fang2
新奇 xin1qi2
新生 xin1sheng1
新手 xin1shou3
新颖 xin1ying3
新式 xin1shi4
信贷 xin4dai4
信件 xin4jian4
信誉 xin4yu4
信赖 xin4lai4
兴建 xing1jian4
兴奋剂 xing1fen4ji4
兴起 xing1qi3
猩猩 xing1xing5
星座 xing1zuo4
腥 xing1
刑法 xing2fa5
行使 xing2shi3
行政 xing2zheng4
行走 xing2zou3
形形色色 xing2xing2se4se4
形影不离 xing2ying3bu4li2
醒来 xing3lai2
醒悟 xing3wu4
兴高采烈 xing4gao1cai3lie4
醒目 xing3mu4
兴致 xing4zhi4
幸存 xing4cun2
幸好 xing4hao3
幸亏 xing4kui1
幸免 xing4mian3
性价比 xing4jia4bi3
性情 xing4qing2
性命 xing4ming4
姓氏 xing4shi4
凶残 xiong1can2
凶恶 xio1n5ge4
凶猛 xiong1meng3
汹涌 xiong1yong3
胸膛 xiong1tang2
凶狠 xiong1hen3
胸有成竹 xiong1you3cheng2zhu2
雄厚 xiong2hou4
休克 xiu1ke4
休眠 xiu1mian2
休想 xiu1xiang3
休养 xiu1yang3
修补 xiu1bu3
修长 xiu1chang2
修正 xiu1zheng4
羞愧 xiu1kui4
修订 xiu1ding4
秀丽 xiu4li4
修路 xiu1lu4
秀美 xiu4mei3
袖手旁观 xiu4shou3pang2guan1
锈 xiu4
嗅觉 xiu4jue2
绣 xiu4
须 xu1
虚 xu1
虚构 xu1gou4
虚幻 xu1huan4
虚拟 xu1ni3
虚假 xu1jia3
虚弱 xu1ruo4
虚伪 xu1wei3
徐徐 xu2xu2
许 xu3
需 xu1
许可证 xu3ke3zheng4
旭日 xu4ri4
序 xu4
序幕 xu4mu4
叙述 xu4shu4
酗酒 xu4jiu3
宣称 xuan1cheng1
续 xu4
絮叨 xu4dao5
宣读 xuan1du2
宣告 xuan1gao4
宣誓 xuan1shi4
宣言 xuan1yan2
宣泄 xuan1xie4
宣扬 xuan1yang2
喧哗 xuan1hua2
喧闹 xuan1nao4
玄 xuan2
玄机 xuan2ji1
悬挂 xuan2gua4
悬念 xuan2nian4
悬殊 xuan2shu1
悬崖 xuan2ya2
旋律 xuan2lü4
选民 xuan3min2
选项 xuan3xiang4
旋涡 xuan2wo1
选用 xuan3yong4
炫耀 xuan4yao4
削弱 xue1ruo4
靴子 xue1zi5
穴位 xue2wei4
学历 xue2li4
学士 xue2shi4
学说 xue2shuo1
学堂 xue2tang2
学艺 xue2yi4
学业 xue2ye4
学子 xue2zi3
雪山 xue3shan1
雪上加霜 xue3shang4jia1shuang1
血脉 xue4mai4
血栓 xue4shuan1
血压 xue4ya1
血缘 xue4yuan2
勋章 xun1zhang1
熏陶 xun1tao2
熏 xun1
寻 xun2
寻觅 xun2mi4
寻常 xun2chang2
巡逻 xun2luo2
循序渐进 xun2xu4jian4jin4
驯 xun4
逊色 xun4se4
丫头 ya1tou5
训 xun4
压倒 ya1dao3
压抑 ya1yi4
压缩 ya1suo1
压制 ya1zhi4
押 ya1
鸦雀无声 ya1que4wu2sheng1
牙齿 ya2chi3
牙膏 ya2gao1
哑 ya3
咽喉 yan1hou2
芽 ya2
烟囱 yan1cong1
烟火 yan1huo5
淹 yan1
延 yan2
延缓 yan2huan3
延误 yan2wu4
严谨 yan2jin3
严禁 yan2jin4
严峻 yan2jun4
言辞 yan2ci2
严密 yan2mi4
言论 yan2lun4
言行 yan2xing2
岩石 yan2shi2
炎症 yan2zheng4
炎热 yan2re4
沿途 yan2tu2
沿线 yan2xian4
沿岸 ya2nan4
阎王 yan2wang5
研讨 yan2tao3
衍生 yan3sheng1
掩盖 yan3gai4
掩护 yan3hu4
掩饰 yan3shi4
眼红 yan3hong2
眼色 yan3se4
眼界 yan3jie4
眼神 yan3shen2
眼下 yan3xia4
演变 yan3bian4
演播室 yan3bo1shi4
演练 yan3lian4
演技 yan3ji4
演示 yan3shi4
演说 yan3shuo1
演习 yan3xi2
演戏 yan3xi4
演艺圈 yan3yi4quan1
演绎 yan3yi4
厌烦 yan4fan2
厌倦 yan4juan4
咽 yan4
艳丽 yan4li4
验收 yan4shou1
验 yan4
验证 yan4zheng4
燕子 yan4zi5
焰火 yan4huo3
秧歌 yang1ge5
阳性 yang2xing4
扬 yang2
杨树 yang2shu4
洋溢 yang2yi4
养老金 yang3lao3jin1
养老院 yang3lao3yuan4
养活 yang3huo5
养生 yang3sheng1
氧 yang3
养殖 yang3zhi2
痒 yang3
样本 yang4ben3
样品 yang4pin3
妖怪 yao1guai4
邀 yao1
谣言 yao2yan2
窑 yao2
摇摆 yao2bai3
摇滚 yao2gun3
摇晃 yao2huang5
摇摇欲坠 yao2yao2yu4zhui4
摇篮 yao2lan2
遥控 yao2kong4
遥远 yao2yuan3
药材 yao4cai2
药方 yao4fang1
要不是 yao4bu5shi5
要不 yao4bu4
要点 yao4dian3
要害 yao4hai4
要紧 yao4jin3
要领 yao4ling3
要强 yao4qiang2
钥匙 yao4shi5
要命 yao4ming4
耀眼 yao4yan3
椰子 ye1zi5
也就是说 ye3jiu4shi4shuo1
野炊 ye3chui1
野餐 ye3can1
野蛮 ye3man2
野兽 ye3shou4
野外 ye3wai4
野心 ye3xin1
野营 ye3ying2
业 ye4
夜班 ye4ban1
业绩 ye4ji4
夜市 ye4shi4
夜校 ye4xiao4
夜晚 ye4wan3
夜以继日 ye4yi3ji4ri4
夜总会 ye4zong3hui4
液晶 ye4jing1
一把手 yi1ba3shou3
液体 ye4ti3
一线 yi1xian4
一一 yi1yi1
伊斯兰教 yi1si1lan2jiao4
衣食住行 yi1shi2zhu4xing2
依 yi1
医务 yi1wu4
依托 yi1tuo1
依依不舍 yi1yi1bu4she3
一不小心 yi1bu4xiao3xin1
一刹那 yi1cha4na4
一动不动 yi1dong4bu4dong4
一度 yi1du4
一大早 yi1da4zao3
一概 yi1gai4
一概而论 yi1gai4er2lun4
一个劲儿 yi1ge5jin4
一技之长 yi1ji4zhi1chang2
一面 yi1mian4
一晃 yi1huang3
一目了然 yi1mu4liao3ran2
一事无成 yi1shi4wu2cheng2
一瞬间 yi1shun4jian1
一味 yi1wei4
一系列 yi1xi4lie4
一阵 yi1zhen4
仪表 yi2biao3
移交 yi2jiao1
移植 yi2zhi2
姨 yi2
遗留 yi2liu2
遗弃 yi2qi4
遗忘 yi2wang4
遗物 yi2wu4
遗体 yi2ti3
遗嘱 yi2zhu3
遗愿 yi2yuan4
疑点 yi2dian3
遗址 yi2zhi3
疑惑 yi2huo4
疑虑 yi2lü4
以 yi3
以身作则 yi3shen1zuo4ze2
以免 yi3mian3
以至于 yi3zhi4yu2
矣 yi3
以致 yi3zhi4
倚 yi3
一成不变 yi1cheng2bu4bian4
一长一短 yi1chang2yi1duan3
一筹莫展 yi1chou2mo4zhan3
一帆风顺 yi1fan1feng1shun4
一干二净 yi1gan1er4jing4
一鼓作气 yi1gu3zuo4qi4
一锅粥 yi1guo1zhou1
一回事 yi1hui2shi4
一家人 yi1jia1ren2
一举 yi1ju3
一经 yi1jing1
一举一动 yi1ju3yi1dong4
一卡通 yi1ka3tong1
一揽子 yi1lan3zi5
一连 yi1lian2
一连串 yi1lian2chuan4
一毛不拔 yi1mao2bu4ba2
一年到头 yi1nian2dao4tou2
一如既往 yi1ru2ji4wang3
一旁 yi1pang2
一声不吭 yi1sheng1bu4keng1
一塌糊涂 yi1ta1hu2tu2
一体 yi1ti3
一手 yi1shou3
一天到晚 yi1tian1dao4wan3
一头 yi1tou2
一无所有 yi1wu2suo3you3
一无所知 yi1wu2suo3zhi1
一心 yi1xin1
一心一意 yi1xin1yi1yi4
一言不发 yi1yan2bu4fa1
一言一行 yi1yan2yi4xing2
一应俱全 yi1ying1ju4quan2
一早 yi1zao3
一眼 yi1yan3
义工 yi4gong1
议程 yi4cheng2
议会 yi4hui4
议 yi4
议员 yi4yuan2
屹立 yi4li4
亦 yi4
异想天开 yi4xiang3tian1kai1
异性 yi4xing4
异议 yi4yi4
异口同声 yi4kou3tong2sheng1
抑郁 yi4yu4
抑扬顿挫 yi4yang2dun4cuo4
抑制 yi4zhi4
抑郁症 yi4yu4zheng4
译 yi4
疫苗 yi4miao2
易拉罐 yi4la1guan4
意料 yi4liao4
意料之外 yi4liao4zhi1wai4
意图 yi4tu2
意向 yi4xiang4
益处 yi4chu5
溢 yi4
毅然 yi4ran2
毅力 yi4li4
阴暗 yi1nan4
因人而异 yin1ren2er2yi4
音响 yin1xiang3
阴性 yin1xing4
殷勤 yin1qin2
银幕 yin2mu4
引发 yin3fa1
引经据典 yin3jing1ju4dian3
引擎 yin3qing2
引领 yin3ling3
引入 yin3ru4
引人注目 yin3ren2zhu4mu4
引诱 yin3you4
引用 yin3yong4
饮水 yin3shui3
饮用水 yin3yong4shui3
隐蔽 yin3bi4
隐患 yin3huan4
隐情 yin3qing2
隐瞒 yin3man2
隐身 yin3shen1
隐形 yin3xing2
隐性 yin3xing4
隐约 yin3yue1
瘾 yin3
印章 yin4zhang1
印刷术 yin4shua1shu4
印证 yin4zheng4
应有尽有 ying1you3jin4you3
英俊 ying1jun4
英镑 ying1bang4
婴儿 ying1er2
鹰 ying1
迎合 ying2he2
迎 ying2
荧光 ying2guang1
盈利 ying2li4
营救 ying2jiu4
赢家 ying2jia5
营造 ying2zao4
影像 ying3xiang4
应酬 ying4chou5
应付 ying1fu4
应聘 ying4pin4
应邀 ying4yao1
硬币 ying4bi4
映 ying4
硬盘 ying4pan2
拥护 yong1hu4
拥挤 yong1ji3
庸俗 yong1su2
硬朗 ying4lang5
永恒 yong3heng2
永久 yong3jiu3
永不 yong3bu4
勇往直前 yong3wang3zhi2qian2
勇于 yong3yu2
涌 yong3
涌入 yong3ru4
涌现 yong3xian4
用餐 yong4can1
踊跃 yong3yue4
用人 yong4ren5
用力 yong4li4
用功 yong4gong1
优 you1
用意 yong4yi4
优化 you1hua4
优异 you1yi4
优越 you1yue4
优雅 you1ya3
忧愁 you1chou2
忧虑 you1lü4
悠久 you1jiu3
忧郁 you1yu4
悠闲 you1xian2
尤为 you2wei2
由此看来 you2ci3kan4lai2
由来 you2lai2
由此可见 you2ci3ke3jian4
邮编 you2bian1
由衷 you2zhong1
邮政 you2zheng4
犹豫不决 you2yu4bu4jue2
犹如 you2ru2
油画 you2hua4
游船 you2chuan2
游览 you2lan3
友情 you3qing2
友人 you3ren2
友善 you3shan4
有待 you3dai4
有的放矢 you3di4fang4shi3
有机 you3ji1
有口无心 you3kou3wu2xin1
有声有色 you3sheng1you3se4
有两下子 you3liang3xia4zi5
有所不同 you3suo3bu4tong2
有所 you3suo3
有望 you3wang4
有效期 you3xiao4qi1
有幸 you3xing4
有序 you3xu4
有益 you3yi4
有意 you3yi4
有朝一日 you3zhao1yi1ri4
幼稚 you4zhi4
有助于 you3zhu4yu2
诱饵 you4er3
诱惑 you4huo4
诱发 you4fa1
诱人 you4ren2
余地 yu2di4
余额 yue2
余 yu2
渔船 yu2chuan2
渔民 yu2min2
逾期 yu2qi1
愚蠢 yu2chun3
愚公移山 yu2gong1yi2shan1
舆论 yu2lun4
与此同时 yu3ci3tong2shi2
与其 yu3qi2
与否 yu3fou3
与众不同 yu3zhong4bu4tong2
与日俱增 yu3ri4ju4zeng1
与时俱进 yu3shi2ju4jin4
宇宙 yu3zhou4
予以 yu3yi3
浴室 yu4shi4
预定 yu4ding4
预感 yu4gan3
语气 yu3qi4
预告 yu4gao4
预见 yu4jian4
预料 yu4liao4
预示 yu4shi4
预赛 yu4sai4
预售 yu4shou4
预算 yu4suan4
预先 yu4xian1
预言 yu4yan2
欲望 yu4wang4
遇难 yu4nan4
遇险 yu4xian3
寓言 yu4yan2
预兆 yu4zhao4
遇上 yu4shang4
